                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     15,                  1.041,                0.64732,                 1.1261,                0.93004,                0.69919,                0.79185,                0.52905,                 1.2502,                0.73293,                 1.4435,             0.00061859,             0.00061859,             0.00061859
                     16,                 1.0095,                0.63663,                 1.1186,                0.64173,                0.85165,                0.72387,                0.53001,                 1.2053,                0.75818,                 1.3995,             0.00060209,             0.00060209,             0.00060209
                     17,                0.98084,                0.63089,                 1.1073,                 0.9364,                0.71236,                0.74142,                0.52842,                 1.1874,                0.73271,                 1.3785,              0.0005856,              0.0005856,              0.0005856
                     18,                0.95552,                0.60952,                 1.0804,                0.93455,                0.71152,                0.73173,                0.53371,                 1.1712,                0.67776,                 1.3692,             0.00056911,             0.00056911,             0.00056911
                     19,                0.95005,                0.59493,                 1.0988,                 0.9402,                0.71639,                0.74008,                0.53233,                 1.1846,                0.67118,                 1.3954,             0.00055261,             0.00055261,             0.00055261
                     20,                0.91245,                0.58554,                 1.0583,                0.94424,                0.72283,                0.73921,                0.53629,                   1.18,                0.68935,                 1.3724,             0.00053612,             0.00053612,             0.00053612
                     21,                0.92708,                0.58516,                 1.0723,                0.93181,                0.70999,                0.70699,                0.51796,                 1.2008,                0.69462,                 1.3965,             0.00051963,             0.00051963,             0.00051963
                     22,                0.92851,                0.57964,                 1.0723,                0.91798,                0.69801,                0.72165,                0.50988,                 1.2586,                0.74728,                 1.4227,             0.00050313,             0.00050313,             0.00050313
                     23,                0.91727,                0.57082,                  1.059,                0.92714,                0.70645,                0.73391,                0.51552,                 1.2257,                0.75642,                 1.3868,             0.00048664,             0.00048664,             0.00048664
                     24,                 0.8648,                0.54128,                 1.0456,                0.92669,                0.71839,                0.74452,                0.54237,                 1.1877,                0.66128,                 1.3945,             0.00047015,             0.00047015,             0.00047015
                     25,                0.85777,                0.54197,                 1.0353,                0.91623,                0.71114,                0.72767,                0.55479,                 1.2069,                 0.6776,                 1.4581,             0.00045365,             0.00045365,             0.00045365
                     26,                0.84198,                0.50656,                 1.0346,                0.92659,                0.70523,                 0.7322,                0.53634,                 1.2005,                0.67206,                 1.4265,             0.00043716,             0.00043716,             0.00043716
                     27,                0.84857,                0.50478,                 1.0323,                0.94398,                0.70755,                0.73171,                0.51887,                 1.2008,                0.68896,                 1.4247,             0.00042066,             0.00042066,             0.00042066
                     28,                0.84464,                0.52396,                 1.0216,                0.80397,                0.71855,                0.73807,                0.55104,                 1.1843,                0.68548,                 1.4118,             0.00040417,             0.00040417,             0.00040417
                     29,                0.84167,                0.50017,                 1.0347,                0.94693,                0.70872,                0.73175,                0.54082,                  1.219,                0.65723,                 1.4425,             0.00038768,             0.00038768,             0.00038768
                     30,                0.84599,                0.49067,                 1.0254,                0.92767,                0.70578,                0.73162,                0.53541,                 1.2148,                0.67186,                 1.4503,             0.00037118,             0.00037118,             0.00037118
                     31,                0.80548,                0.48111,                0.99975,                0.93889,                0.72183,                0.74471,                0.54202,                 1.1958,                0.64698,                 1.4358,             0.00035469,             0.00035469,             0.00035469
                     32,                0.77457,                0.48052,                      1,                0.93615,                0.70588,                0.74208,                0.55297,                 1.1845,                0.64408,                 1.4306,              0.0003382,              0.0003382,              0.0003382
                     33,                0.79531,                0.48549,                 1.0107,                0.93987,                0.70756,                0.73775,                0.54373,                 1.1974,                0.64014,                 1.4371,              0.0003217,              0.0003217,              0.0003217
                     34,                0.77151,                0.46519,                0.99191,                0.94159,                0.71692,                0.74326,                0.54951,                 1.2001,                0.64293,                 1.4553,             0.00030521,             0.00030521,             0.00030521
                     35,                  0.768,                0.45543,                0.98592,                0.82017,                0.71064,                0.73803,                0.54372,                 1.1763,                0.67729,                    1.4,             0.00028872,             0.00028872,             0.00028872
                     36,                0.72549,                0.44807,                0.97308,                0.81385,                0.71946,                0.73865,                0.54536,                 1.1887,                0.68259,                 1.4114,             0.00027222,             0.00027222,             0.00027222
                     37,                 0.7296,                0.43211,                0.98488,                0.65998,                0.85946,                0.74294,                0.53453,                 1.1961,                0.62211,                 1.4337,             0.00025573,             0.00025573,             0.00025573
                     38,                0.73138,                  0.438,                0.98232,                0.93981,                0.72105,                0.74103,                0.54232,                 1.1897,                0.66467,                 1.4282,             0.00023924,             0.00023924,             0.00023924
                     39,                0.71829,                0.41221,                0.97255,                0.94396,                0.71423,                0.74215,                0.54825,                  1.178,                0.66454,                 1.4314,             0.00022274,             0.00022274,             0.00022274
                     40,                0.70565,                0.41797,                0.95541,                0.94383,                0.71155,                0.73382,                0.54424,                 1.1702,                0.65618,                 1.4375,             0.00020625,             0.00020625,             0.00020625
                     41,                0.63052,                0.38508,                0.97797,                0.81654,                 0.7153,                0.73253,                  0.543,                 1.1768,                 0.6562,                  1.423,             0.00018976,             0.00018976,             0.00018976
                     42,                0.63392,                0.38237,                0.96933,                0.62981,                0.85748,                 0.7355,                0.54177,                  1.172,                0.63384,                 1.4479,             0.00017326,             0.00017326,             0.00017326
                     43,                0.59314,                 0.3547,                0.95537,                0.66008,                0.82489,                0.74373,                0.54079,                 1.1783,                0.65144,                 1.4552,             0.00015677,             0.00015677,             0.00015677
                     44,                0.61334,                0.36647,                 0.9606,                0.69674,                 0.7669,                 0.7631,                 0.5534,                 1.1799,                0.66031,                 1.4626,             0.00014028,             0.00014028,             0.00014028
                     45,                0.57303,                0.35921,                0.92989,                 0.7044,                0.76254,                0.76328,                0.56498,                 1.1846,                0.64013,                 1.4634,             0.00012378,             0.00012378,             0.00012378
                     46,                0.56084,                0.34285,                0.93684,                0.66606,                0.76804,                0.74057,                0.54667,                 1.2035,                 0.6436,                 1.4933,             0.00010729,             0.00010729,             0.00010729
                     47,                0.57884,                0.34843,                0.94957,                 0.6816,                 0.7669,                 0.7612,                 0.5628,                 1.2174,                 0.6557,                 1.5047,             9.0797e-05,             9.0797e-05,             9.0797e-05
                     48,                 0.5761,                0.35173,                 0.9464,                0.69066,                 0.7669,                 0.7367,                 0.5481,                 1.2108,                0.64782,                 1.5044,             7.4304e-05,             7.4304e-05,             7.4304e-05
                     49,                0.54516,                 0.3358,                 0.9314,                 0.6954,                0.76667,                0.73702,                0.55332,                 1.2067,                0.64423,                 1.5041,              5.781e-05,              5.781e-05,              5.781e-05
                     50,                0.52927,                0.32997,                0.91833,                0.68078,                0.76804,                0.73932,                0.55028,                 1.1966,                0.64598,                 1.4999,             4.1317e-05,             4.1317e-05,             4.1317e-05
