                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     19,                0.76658,                0.52117,                0.95887,                0.80104,                 0.9176,                0.84325,                0.63155,                  1.124,                0.70455,                  1.299,              0.0007629,              0.0007629,              0.0007629
                     20,                0.77968,                0.50124,                0.95649,                0.81613,                 0.9225,                0.84069,                0.62407,                 1.1113,                0.68536,                 1.2899,             0.00075878,             0.00075878,             0.00075878
                     21,                 0.7931,                0.52907,                0.96467,                0.81493,                0.93625,                0.85332,                0.63155,                 1.1083,                0.69585,                 1.2874,             0.00075466,             0.00075466,             0.00075466
                     22,                0.76247,                0.52155,                0.95293,                0.80239,                0.93203,                0.84432,                0.63197,                 1.1276,                 0.6734,                 1.3423,             0.00075053,             0.00075053,             0.00075053
                     23,                0.77635,                0.50962,                0.96481,                0.83957,                0.90914,                0.85319,                0.62996,                 1.1264,                0.68568,                 1.3072,             0.00074641,             0.00074641,             0.00074641
                     24,                0.77047,                0.51275,                0.96171,                0.80324,                0.93682,                0.83955,                0.61643,                 1.1411,                0.68736,                 1.3198,             0.00074229,             0.00074229,             0.00074229
                     25,                0.76107,                0.51518,                0.95078,                0.80699,                0.91781,                0.83088,                0.61351,                 1.1276,                0.70676,                 1.3211,             0.00073816,             0.00073816,             0.00073816
                     26,                 0.7531,                0.50922,                0.94731,                0.80457,                0.93199,                0.84779,                0.63288,                 1.1222,                0.68235,                 1.3207,             0.00073404,             0.00073404,             0.00073404
                     27,                0.75772,                0.51206,                0.94938,                0.82614,                0.88797,                0.83958,                0.61067,                 1.1418,                0.71352,                 1.3265,             0.00072992,             0.00072992,             0.00072992
                     28,                  0.743,                0.50002,                0.94015,                0.78608,                0.90297,                0.84348,                0.63545,                  1.122,                0.73407,                 1.3164,             0.00072579,             0.00072579,             0.00072579
                     29,                0.75159,                0.50034,                 0.9538,                0.80958,                0.93104,                0.84539,                 0.6376,                 1.1058,                0.65346,                 1.2988,             0.00072167,             0.00072167,             0.00072167
                     30,                0.73815,                0.49875,                0.94768,                0.79219,                0.90296,                0.83248,                0.63098,                 1.1126,                0.72512,                 1.3072,             0.00071755,             0.00071755,             0.00071755
                     31,                 0.7336,                0.49122,                0.94732,                0.81166,                0.93608,                0.84437,                0.63092,                 1.1301,                0.66482,                 1.3354,             0.00071342,             0.00071342,             0.00071342
                     32,                0.72412,                0.49813,                 0.9391,                0.79516,                 0.9283,                0.83896,                0.63326,                 1.1168,                0.68452,                 1.3245,              0.0007093,              0.0007093,              0.0007093
                     33,                0.73347,                0.49393,                0.94882,                0.79042,                0.92885,                0.84224,                0.62279,                 1.1281,                0.68797,                 1.3134,             0.00070518,             0.00070518,             0.00070518
                     34,                0.73532,                0.49122,                0.94639,                0.80282,                0.92215,                0.83658,                0.62907,                 1.1254,                0.70943,                 1.3248,             0.00070105,             0.00070105,             0.00070105
                     35,                0.73927,                 0.5038,                0.95419,                0.78687,                0.90924,                0.84551,                0.62738,                 1.1267,                0.71952,                 1.3027,             0.00069693,             0.00069693,             0.00069693
                     36,                0.73378,                0.49679,                0.93843,                0.81143,                0.87974,                0.84242,                 0.6264,                  1.129,                0.73587,                 1.3262,             0.00069281,             0.00069281,             0.00069281
                     37,                 0.7207,                0.48828,                0.93917,                0.77773,                0.92554,                0.83729,                0.62638,                 1.1298,                0.72261,                 1.3335,             0.00068868,             0.00068868,             0.00068868
                     38,                0.73441,                0.49184,                0.94956,                0.80875,                0.90075,                0.84195,                0.62361,                  1.129,                0.73367,                 1.3142,             0.00068456,             0.00068456,             0.00068456
                     39,                0.72292,                0.48298,                0.94161,                0.80855,                0.92814,                0.84323,                0.62968,                 1.1176,                 0.6917,                 1.3045,             0.00068044,             0.00068044,             0.00068044
                     40,                0.73059,                0.48998,                0.94041,                0.80139,                0.91266,                 0.8355,                0.62863,                 1.1142,                 0.6984,                 1.3162,             0.00067631,             0.00067631,             0.00067631
                     41,                0.70889,                0.47672,                0.93289,                0.80987,                 0.9103,                0.83556,                0.61928,                 1.1297,                0.67787,                 1.3241,             0.00067219,             0.00067219,             0.00067219
                     42,                0.69946,                0.46812,                0.92812,                0.79614,                0.89351,                0.82142,                 0.6257,                 1.1127,                0.68213,                 1.3122,             0.00066807,             0.00066807,             0.00066807
                     43,                0.70927,                0.47891,                0.93786,                0.80371,                0.92636,                0.83957,                0.63415,                 1.1185,                0.70758,                  1.328,             0.00066394,             0.00066394,             0.00066394
                     44,                0.68887,                0.46688,                0.92925,                0.80115,                0.89617,                 0.8387,                0.63492,                 1.1141,                0.70583,                 1.3318,             0.00065982,             0.00065982,             0.00065982
                     45,                0.71485,                0.48156,                0.93695,                0.80942,                0.85547,                0.82975,                0.62167,                 1.1117,                0.74494,                 1.3206,              0.0006557,              0.0006557,              0.0006557
                     46,                0.70782,                0.47508,                0.93513,                0.79238,                0.87789,                0.82147,                0.61558,                 1.1162,                 0.7285,                 1.3261,             0.00065157,             0.00065157,             0.00065157
                     47,                0.70654,                0.47398,                0.93785,                 0.8073,                0.88232,                0.82329,                 0.6221,                 1.1009,                0.71985,                 1.3183,             0.00064745,             0.00064745,             0.00064745
                     48,                0.68438,                 0.4705,                0.92412,                0.79828,                0.88294,                0.82341,                 0.6134,                 1.1163,                0.68136,                 1.3309,             0.00064333,             0.00064333,             0.00064333
                     49,                0.70808,                0.47026,                 0.9424,                0.80358,                0.84646,                0.81871,                0.61935,                 1.1206,                0.75341,                 1.3366,              0.0006392,              0.0006392,              0.0006392
                     50,                0.71454,                0.46778,                0.93265,                0.80332,                0.87194,                 0.8379,                 0.6267,                 1.1086,                0.72251,                 1.3202,             0.00063508,             0.00063508,             0.00063508
                     51,                0.70802,                  0.472,                0.93227,                0.79494,                0.89095,                 0.8283,                0.62922,                 1.1087,                0.72893,                 1.3291,             0.00063096,             0.00063096,             0.00063096
