                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     24,                0.93466,                0.61864,                 1.0314,                 0.8353,                0.94573,                0.85112,                0.63471,                 1.1106,                0.65217,                 1.2524,             0.00065157,             0.00065157,             0.00065157
                     25,                0.92237,                0.61517,                 1.0163,                0.80882,                0.93791,                0.85115,                0.61644,                 1.1477,                0.69094,                 1.2645,             0.00064333,             0.00064333,             0.00064333
                     26,                0.91283,                0.60604,                 1.0084,                0.83231,                0.94074,                0.86556,                0.64222,                 1.0958,                  0.645,                 1.2486,             0.00063508,             0.00063508,             0.00063508
                     27,                0.90185,                0.60917,                 1.0068,                0.82815,                0.94357,                0.85764,                0.62414,                 1.1134,                0.65287,                 1.2688,             0.00062683,             0.00062683,             0.00062683
                     28,                0.87948,                0.58672,                0.99527,                0.82056,                  0.927,                0.86904,                 0.6495,                 1.0941,                0.66886,                 1.2523,             0.00061859,             0.00061859,             0.00061859
                     29,                0.88858,                0.59084,                 1.0038,                0.82706,                  0.937,                0.85538,                0.62995,                  1.106,                0.63966,                 1.2501,             0.00061034,             0.00061034,             0.00061034
                     30,                0.87844,                 0.5847,                0.99774,                0.82979,                0.94556,                0.85072,                0.62725,                 1.0991,                0.67165,                 1.2292,             0.00060209,             0.00060209,             0.00060209
                     31,                0.86643,                0.57733,                0.99674,                0.82744,                0.93647,                0.85599,                0.63204,                 1.1383,                 0.6799,                 1.2802,             0.00059385,             0.00059385,             0.00059385
                     32,                0.85807,                0.57887,                0.98992,                0.82853,                0.95809,                0.86717,                0.64059,                 1.1102,                  0.658,                 1.2398,              0.0005856,              0.0005856,              0.0005856
                     33,                0.86196,                0.58119,                0.99636,                0.82289,                0.93127,                0.86019,                0.63903,                 1.1203,                0.65004,                 1.2699,             0.00057735,             0.00057735,             0.00057735
                     34,                0.85685,                0.57046,                 0.9941,                0.82783,                0.95771,                0.86009,                0.64955,                 1.1138,                0.65296,                  1.266,             0.00056911,             0.00056911,             0.00056911
                     35,                0.85406,                0.57534,                0.99881,                0.81438,                0.92943,                 0.8589,                 0.6444,                 1.1153,                0.69118,                 1.2812,             0.00056086,             0.00056086,             0.00056086
                     36,                0.84475,                0.56671,                0.98089,                0.82524,                0.94027,                0.84504,                0.61362,                 1.1652,                0.66225,                 1.3137,             0.00055261,             0.00055261,             0.00055261
                     37,                0.84028,                0.56582,                0.98257,                0.82175,                0.93423,                0.84506,                0.63251,                 1.1123,                 0.6684,                 1.2714,             0.00054437,             0.00054437,             0.00054437
                     38,                0.84047,                0.56006,                0.98508,                0.81474,                0.94643,                0.85423,                 0.6387,                 1.0957,                0.65087,                 1.2627,             0.00053612,             0.00053612,             0.00053612
                     39,                0.82676,                0.54979,                 0.9792,                0.84358,                0.93644,                0.86321,                0.62964,                 1.1262,                0.68326,                 1.2912,             0.00052787,             0.00052787,             0.00052787
                     40,                0.82955,                 0.5627,                0.97628,                0.83551,                 0.9211,                0.86789,                0.63741,                 1.0946,                0.69949,                 1.2683,             0.00051963,             0.00051963,             0.00051963
                     41,                0.81318,                0.53812,                0.97522,                0.83152,                0.95814,                0.86542,                0.64643,                 1.0958,                0.63571,                 1.2692,             0.00051138,             0.00051138,             0.00051138
                     42,                0.80778,                0.52832,                 0.9653,                0.83388,                0.94312,                 0.8617,                0.64383,                  1.119,                  0.648,                  1.282,             0.00050313,             0.00050313,             0.00050313
                     43,                0.79616,                0.52757,                0.97151,                0.82373,                0.92123,                0.85802,                0.63637,                 1.1154,                0.65726,                 1.2845,             0.00049489,             0.00049489,             0.00049489
                     44,                0.78847,                0.52851,                0.96702,                0.83572,                0.93198,                0.85229,                0.64006,                 1.0914,                0.63658,                 1.2714,             0.00048664,             0.00048664,             0.00048664
                     45,                0.80219,                0.53146,                 0.9729,                0.81783,                0.93608,                0.85476,                0.63425,                 1.1029,                 0.6706,                 1.2738,             0.00047839,             0.00047839,             0.00047839
                     46,                0.79112,                0.52155,                0.96455,                0.83332,                0.92313,                0.86383,                0.64283,                 1.1103,                0.66523,                 1.2655,             0.00047015,             0.00047015,             0.00047015
                     47,                 0.7957,                0.52206,                0.96789,                0.80421,                0.93187,                0.85511,                0.64394,                 1.0828,                0.65944,                  1.266,              0.0004619,              0.0004619,              0.0004619
                     48,                0.76728,                0.51776,                0.95414,                0.82157,                0.94051,                0.86337,                0.64857,                 1.0851,                0.66351,                 1.2738,             0.00045365,             0.00045365,             0.00045365
                     49,                0.77712,                0.51998,                0.96746,                0.83992,                0.93319,                0.85566,                0.65194,                 1.0902,                0.64171,                  1.263,             0.00044541,             0.00044541,             0.00044541
                     50,                 0.7763,                0.50577,                0.95371,                 0.8246,                0.93343,                0.86237,                0.63688,                 1.1048,                 0.6787,                 1.2825,             0.00043716,             0.00043716,             0.00043716
                     51,                0.75866,                0.50435,                0.94863,                0.82742,                0.92898,                0.85246,                0.63529,                  1.098,                0.68566,                 1.2904,             0.00042891,             0.00042891,             0.00042891
                     52,                0.75893,                0.52042,                0.95655,                0.81448,                0.93483,                0.86037,                0.64396,                 1.1101,                0.68543,                 1.2809,             0.00042066,             0.00042066,             0.00042066
                     53,                0.77583,                0.51091,                0.95446,                0.81932,                0.93349,                0.84578,                0.62322,                 1.1255,                 0.6579,                 1.2983,             0.00041242,             0.00041242,             0.00041242
                     54,                0.75131,                 0.5008,                0.95567,                 0.8104,                0.91841,                 0.8466,                0.63656,                 1.1056,                0.68766,                 1.2745,             0.00040417,             0.00040417,             0.00040417
                     55,                0.72658,                 0.4919,                0.94772,                0.80996,                0.92035,                0.85495,                0.63368,                 1.1089,                0.72453,                 1.2942,             0.00039592,             0.00039592,             0.00039592
                     56,                0.74764,                0.49853,                 0.9516,                0.81551,                0.92412,                0.85974,                0.64435,                 1.1165,                0.67018,                  1.298,             0.00038768,             0.00038768,             0.00038768
                     57,                0.75371,                0.48894,                0.95075,                0.82533,                0.94359,                0.85462,                0.63926,                 1.1013,                0.66039,                 1.2766,             0.00037943,             0.00037943,             0.00037943
                     58,                0.71557,                0.48158,                0.94041,                0.82514,                0.91554,                0.84944,                0.64203,                 1.0985,                0.68011,                 1.2783,             0.00037118,             0.00037118,             0.00037118
                     59,                 0.7305,                0.48532,                0.94197,                0.80784,                0.89875,                0.84672,                0.63155,                 1.1214,                0.71179,                 1.3018,             0.00036294,             0.00036294,             0.00036294
                     60,                0.70828,                0.48228,                0.93609,                0.80138,                0.92851,                0.85163,                0.63568,                 1.1165,                0.69257,                 1.3058,             0.00035469,             0.00035469,             0.00035469
                     61,                0.70852,                0.47571,                 0.9355,                0.82177,                0.94099,                0.85192,                0.63976,                 1.1011,                0.68072,                    1.3,             0.00034644,             0.00034644,             0.00034644
                     62,                0.70702,                 0.4822,                0.93406,                  0.814,                0.93169,                0.83897,                0.63806,                 1.0991,                0.69071,                 1.2758,              0.0003382,              0.0003382,              0.0003382
                     63,                0.70924,                0.46736,                0.93641,                0.80291,                0.91997,                0.84246,                0.63661,                 1.1156,                0.69686,                 1.3152,             0.00032995,             0.00032995,             0.00032995
                     64,                0.70611,                0.47637,                0.93853,                0.80653,                0.93784,                 0.8471,                0.63618,                 1.1129,                 0.7241,                 1.3071,              0.0003217,              0.0003217,              0.0003217
                     65,                0.69532,                0.45995,                0.92533,                0.81232,                0.93063,                0.84821,                0.64065,                 1.0923,                 0.6749,                 1.2947,             0.00031346,             0.00031346,             0.00031346
                     66,                0.70505,                0.47432,                0.93075,                0.81997,                0.92374,                0.85342,                0.64242,                 1.1061,                0.69157,                  1.296,             0.00030521,             0.00030521,             0.00030521
                     67,                0.68299,                0.45424,                0.92409,                0.82086,                0.90518,                 0.8462,                0.63002,                 1.1099,                0.71868,                 1.3136,             0.00029696,             0.00029696,             0.00029696
                     68,                0.68325,                0.45888,                0.92353,                0.81901,                0.92551,                0.84059,                0.63766,                 1.0989,                0.71538,                 1.3041,             0.00028872,             0.00028872,             0.00028872
                     69,                0.68776,                0.46274,                0.92769,                 0.7898,                0.91751,                 0.8443,                0.62906,                 1.1202,                0.75297,                   1.32,             0.00028047,             0.00028047,             0.00028047
                     70,                0.68616,                0.45779,                0.92213,                0.80378,                0.88624,                 0.8335,                0.63389,                 1.1048,                0.75356,                 1.3099,             0.00027222,             0.00027222,             0.00027222
                     71,                0.67106,                0.45519,                0.92498,                0.79052,                0.91269,                0.84078,                0.63877,                 1.0979,                0.75353,                 1.2947,             0.00026398,             0.00026398,             0.00026398
                     72,                0.66319,                0.44287,                0.92513,                 0.7896,                0.91695,                0.83662,                0.64083,                 1.1022,                0.73204,                 1.3046,             0.00025573,             0.00025573,             0.00025573
                     73,                0.66434,                0.44956,                0.91766,                0.79856,                 0.9232,                0.84164,                0.63669,                 1.1016,                0.74108,                 1.3102,             0.00024748,             0.00024748,             0.00024748
                     74,                0.66219,                0.45635,                0.92114,                0.80685,                0.93167,                0.84616,                0.64318,                 1.0976,                0.71299,                 1.3025,             0.00023924,             0.00023924,             0.00023924
                     75,                0.65556,                0.45065,                0.90843,                0.81559,                 0.9353,                0.85236,                0.64584,                 1.1018,                0.70653,                 1.3085,             0.00023099,             0.00023099,             0.00023099
                     76,                0.64892,                0.44415,                0.91297,                0.79395,                0.91206,                 0.8428,                0.64276,                 1.1252,                0.78971,                 1.3314,             0.00022274,             0.00022274,             0.00022274
                     77,                 0.6601,                0.44452,                0.92262,                 0.7825,                0.90837,                0.83754,                0.63733,                 1.1128,                 0.7492,                 1.3123,              0.0002145,              0.0002145,              0.0002145
                     78,                0.65494,                0.44009,                0.91767,                0.80588,                0.91201,                0.84135,                0.64241,                 1.1103,                0.76857,                 1.3217,             0.00020625,             0.00020625,             0.00020625
                     79,                0.64092,                0.43027,                0.90542,                0.79574,                0.90264,                0.83112,                0.63476,                 1.0957,                0.75328,                 1.3214,               0.000198,               0.000198,               0.000198
                     80,                0.64312,                0.43919,                0.91472,                0.78839,                0.89825,                0.83317,                0.62874,                 1.1025,                0.74082,                 1.3213,             0.00018976,             0.00018976,             0.00018976
                     81,                0.63932,                0.43524,                0.90707,                0.80426,                0.90428,                0.83253,                 0.6374,                 1.1081,                 0.7696,                 1.3371,             0.00018151,             0.00018151,             0.00018151
                     82,                0.62748,                 0.4301,                0.90657,                0.80965,                0.89507,                0.83806,                 0.6387,                 1.1035,                0.75636,                 1.3279,             0.00017326,             0.00017326,             0.00017326
                     83,                0.62743,                0.42737,                0.90569,                0.80992,                 0.9034,                0.83344,                0.62857,                 1.1074,                0.78983,                 1.3285,             0.00016502,             0.00016502,             0.00016502
                     84,                0.63054,                0.42847,                0.89958,                0.79768,                0.88845,                0.82955,                0.63052,                 1.1158,                0.78739,                 1.3421,             0.00015677,             0.00015677,             0.00015677
                     85,                0.62762,                0.42159,                0.90258,                0.79236,                0.88222,                0.82966,                0.62717,                 1.1193,                0.81621,                  1.343,             0.00014852,             0.00014852,             0.00014852
                     86,                0.61335,                0.41574,                0.89893,                0.80307,                0.85318,                0.82874,                0.63583,                 1.1041,                0.83833,                 1.3352,             0.00014028,             0.00014028,             0.00014028
                     87,                0.60935,                0.40652,                0.90403,                0.79827,                0.89633,                0.83171,                0.63139,                 1.1054,                0.81718,                 1.3356,             0.00013203,             0.00013203,             0.00013203
                     88,                0.61172,                0.41973,                0.90244,                0.79033,                 0.8936,                0.83623,                 0.6374,                 1.1007,                0.78146,                 1.3291,             0.00012378,             0.00012378,             0.00012378
                     89,                0.60473,                0.40639,                0.90015,                0.78921,                0.88749,                0.83173,                0.62757,                 1.0973,                0.83818,                 1.3394,             0.00011554,             0.00011554,             0.00011554
                     90,                0.60343,                0.41514,                0.89634,                0.79589,                0.90291,                0.83218,                0.63078,                 1.1028,                0.78678,                 1.3276,             0.00010729,             0.00010729,             0.00010729
                     91,                0.55706,                0.38115,                 0.9055,                0.79195,                 0.8708,                0.82289,                0.63081,                 1.1019,                0.80117,                 1.3374,             9.9044e-05,             9.9044e-05,             9.9044e-05
                     92,                0.54925,                0.37644,                0.89282,                0.79457,                 0.8657,                0.82724,                0.63589,                 1.1002,                0.83457,                 1.3443,             9.0797e-05,             9.0797e-05,             9.0797e-05
                     93,                0.54026,                0.37638,                 0.8976,                0.80085,                 0.8826,                0.83236,                0.63718,                 1.0996,                0.80346,                 1.3414,              8.255e-05,              8.255e-05,              8.255e-05
                     94,                0.53231,                0.36562,                0.89419,                0.79109,                0.85721,                0.82341,                0.62867,                 1.1085,                0.84295,                 1.3532,             7.4304e-05,             7.4304e-05,             7.4304e-05
                     95,                0.52929,                0.36707,                0.89243,                0.79549,                0.86362,                 0.8195,                0.62765,                 1.0972,                0.85921,                 1.3464,             6.6057e-05,             6.6057e-05,             6.6057e-05
                     96,                0.53416,                0.36632,                0.89294,                0.79117,                  0.876,                0.82559,                0.63193,                 1.1013,                0.84651,                 1.3514,              5.781e-05,              5.781e-05,              5.781e-05
                     97,                0.52136,                0.35816,                0.89164,                  0.799,                0.87464,                 0.8218,                0.63138,                  1.104,                0.83824,                 1.3543,             4.9564e-05,             4.9564e-05,             4.9564e-05
                     98,                0.51679,                0.35568,                0.88218,                0.79991,                0.87233,                0.81841,                0.62994,                 1.0981,                0.85343,                 1.3483,             4.1317e-05,             4.1317e-05,             4.1317e-05
                     99,                0.52134,                0.35553,                0.88474,                 0.7971,                0.86216,                0.81912,                0.62814,                 1.1023,                0.87903,                 1.3581,              3.307e-05,              3.307e-05,              3.307e-05
