                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     44,                0.68388,                0.40728,                0.96181,                0.81706,                0.71275,                0.73411,                0.52209,                 1.2552,                0.62854,                 1.5488,             0.00048664,             0.00048664,             0.00048664
                     45,                0.65614,                0.37845,                0.93938,                0.94099,                0.71805,                0.72513,                0.53214,                 1.2426,                0.62045,                 1.5413,             0.00047839,             0.00047839,             0.00047839
                     46,                0.63046,                0.37646,                0.93874,                0.80785,                0.71363,                0.72833,                 0.5361,                 1.2082,                0.62436,                 1.4895,             0.00047015,             0.00047015,             0.00047015
                     47,                0.62956,                0.37648,                0.94084,                0.94228,                0.70861,                0.73583,                0.53858,                 1.2166,                0.61643,                 1.5477,              0.0004619,              0.0004619,              0.0004619
                     48,                0.64044,                0.37031,                0.92758,                0.81227,                 0.7236,                0.74696,                0.54629,                  1.217,                0.60596,                 1.5485,             0.00045365,             0.00045365,             0.00045365
                     49,                0.58578,                0.34793,                0.92461,                0.93973,                0.71413,                0.74055,                0.54036,                 1.2082,                0.61469,                 1.5296,             0.00044541,             0.00044541,             0.00044541
                     50,                0.61584,                0.36581,                0.93009,                0.85437,                0.78579,                0.76362,                0.57414,                 1.2122,                 0.6026,                 1.5233,             0.00043716,             0.00043716,             0.00043716
                     51,                0.61048,                0.36128,                0.92785,                0.69126,                 0.8153,                0.75905,                0.57309,                 1.2115,                0.61956,                 1.5069,             0.00042891,             0.00042891,             0.00042891
                     52,                0.57819,                0.35071,                0.90707,                0.73909,                 0.8184,                0.77693,                0.58399,                 1.1891,                0.59508,                 1.5105,             0.00042066,             0.00042066,             0.00042066
                     53,                0.60263,                0.36542,                0.91392,                0.72433,                 0.8271,                0.78418,                0.58101,                 1.2263,                 0.6044,                  1.521,             0.00041242,             0.00041242,             0.00041242
                     54,                0.58835,                0.36492,                0.91208,                0.71644,                0.82103,                0.76649,                0.57369,                 1.2058,                0.61891,                 1.5338,             0.00040417,             0.00040417,             0.00040417
                     55,                0.59147,                0.35935,                0.91615,                 0.7108,                0.78669,                0.76082,                0.58016,                 1.2073,                0.62874,                 1.5364,             0.00039592,             0.00039592,             0.00039592
                     56,                0.59548,                0.35617,                 0.9168,                0.66047,                0.78891,                0.75996,                0.58085,                 1.1925,                0.61901,                 1.5077,             0.00038768,             0.00038768,             0.00038768
                     57,                0.58527,                0.36465,                0.91151,                0.68481,                0.84771,                0.77182,                0.58124,                 1.2049,                0.60313,                 1.5381,             0.00037943,             0.00037943,             0.00037943
                     58,                0.57097,                0.34003,                 0.9124,                0.67439,                0.85175,                0.76452,                0.57424,                 1.2212,                 0.6073,                 1.5381,             0.00037118,             0.00037118,             0.00037118
                     59,                0.56324,                0.34092,                0.89722,                 0.6677,                0.80246,                0.77714,                 0.5833,                 1.2241,                0.59357,                 1.5535,             0.00036294,             0.00036294,             0.00036294
                     60,                0.56955,                 0.3366,                0.91155,                0.68866,                0.86854,                0.79318,                0.59974,                 1.2176,                0.58687,                 1.5513,             0.00035469,             0.00035469,             0.00035469
                     61,                0.57051,                 0.3353,                0.90302,                0.68881,                0.79498,                0.81631,                0.62194,                 1.2224,                0.57901,                 1.5581,             0.00034644,             0.00034644,             0.00034644
                     62,                 0.5605,                0.34051,                0.89581,                  0.671,                0.88759,                0.75616,                0.57167,                 1.2168,                0.60608,                 1.5553,              0.0003382,              0.0003382,              0.0003382
                     63,                0.55764,                0.33642,                 0.9077,                 0.9326,                0.71247,                0.74136,                0.55015,                 1.2069,                0.63254,                  1.516,             0.00032995,             0.00032995,             0.00032995
                     64,                0.54731,                0.33641,                0.90373,                0.68287,                0.82542,                0.74985,                0.54747,                  1.216,                 0.6271,                 1.5309,              0.0003217,              0.0003217,              0.0003217
                     65,                0.56415,                0.34031,                  0.909,                0.73178,                0.80877,                0.77421,                0.58662,                 1.1938,                0.62887,                 1.5242,             0.00031346,             0.00031346,             0.00031346
                     66,                0.54674,                0.33628,                0.89491,                0.68041,                 0.8275,                0.77294,                0.58355,                 1.2042,                0.60417,                  1.529,             0.00030521,             0.00030521,             0.00030521
                     67,                0.53874,                0.32972,                 0.9029,                0.66641,                0.78838,                0.75852,                0.56465,                 1.2011,                0.63824,                 1.5293,             0.00029696,             0.00029696,             0.00029696
                     68,                0.52266,                0.32164,                0.88425,                0.79966,                0.72563,                0.76988,                0.57789,                 1.1888,                0.60591,                 1.5387,             0.00028872,             0.00028872,             0.00028872
                     69,                0.54055,                0.32996,                0.89676,                0.93895,                0.71287,                0.76526,                0.56983,                 1.2085,                0.61357,                 1.5729,             0.00028047,             0.00028047,             0.00028047
                     70,                 0.5292,                0.32678,                 0.8876,                0.64922,                 0.7669,                0.75204,                0.56336,                 1.2004,                0.60193,                   1.54,             0.00027222,             0.00027222,             0.00027222
                     71,                0.50358,                0.31468,                0.88768,                0.64666,                 0.7878,                0.74351,                0.55769,                 1.1991,                0.60985,                 1.5523,             0.00026398,             0.00026398,             0.00026398
                     72,                0.51352,                 0.3195,                0.88278,                0.86435,                0.78168,                0.77357,                0.58401,                 1.2145,                0.61835,                 1.5599,             0.00025573,             0.00025573,             0.00025573
                     73,                0.50663,                0.32528,                0.88911,                0.66391,                 0.8605,                0.77276,                0.59009,                  1.204,                0.61733,                 1.5518,             0.00024748,             0.00024748,             0.00024748
                     74,                 0.5182,                0.31625,                0.88888,                0.67315,                0.86265,                0.77339,                0.58998,                 1.1763,                0.61196,                 1.5357,             0.00023924,             0.00023924,             0.00023924
                     75,                0.50762,                0.31524,                0.88526,                0.66515,                0.83548,                0.76903,                0.57324,                 1.1775,                0.58419,                 1.5236,             0.00023099,             0.00023099,             0.00023099
                     76,                0.48856,                0.30682,                0.88193,                0.68748,                0.83324,                0.75508,                 0.5686,                 1.1823,                0.58374,                 1.5308,             0.00022274,             0.00022274,             0.00022274
                     77,                  0.498,                0.30732,                 0.8835,                0.92813,                0.72145,                0.74186,                0.56445,                 1.1795,                0.59812,                 1.5474,              0.0002145,              0.0002145,              0.0002145
                     78,                0.50382,                0.31038,                0.89031,                0.79884,                0.72541,                0.73481,                0.55964,                  1.188,                0.60839,                 1.5568,             0.00020625,             0.00020625,             0.00020625
                     79,                0.50273,                0.30576,                0.88537,                0.93635,                0.70706,                0.73263,                 0.5573,                 1.2056,                0.60231,                 1.5663,               0.000198,               0.000198,               0.000198
                     80,                0.47451,                0.30002,                 0.8717,                0.66822,                0.83458,                 0.7518,                0.56886,                 1.1727,                0.58171,                 1.5402,             0.00018976,             0.00018976,             0.00018976
                     81,                0.48496,                0.30057,                0.87269,                0.68138,                0.83338,                0.74904,                0.56849,                 1.1682,                0.58756,                 1.5344,             0.00018151,             0.00018151,             0.00018151
                     82,                0.47438,                0.29521,                0.87312,                0.66153,                0.80698,                0.75682,                  0.579,                 1.1771,                0.58946,                 1.5481,             0.00017326,             0.00017326,             0.00017326
                     83,                0.49565,                0.30176,                0.88464,                0.66366,                0.83306,                0.76197,                0.58046,                 1.1785,                0.57951,                 1.5623,             0.00016502,             0.00016502,             0.00016502
                     84,                0.45771,                0.27968,                 0.8668,                0.66034,                0.80088,                0.76613,                0.58576,                 1.1958,                0.59643,                 1.5987,             0.00015677,             0.00015677,             0.00015677
                     85,                0.46484,                0.29077,                0.87539,                0.69825,                0.79757,                 0.7618,                0.58689,                 1.2013,                 0.5932,                 1.6056,             0.00014852,             0.00014852,             0.00014852
                     86,                0.46411,                0.29537,                0.87533,                0.83266,                 0.7889,                0.75898,                0.57962,                 1.1995,                0.58946,                 1.6107,             0.00014028,             0.00014028,             0.00014028
                     87,                0.45257,                0.28349,                0.86311,                0.81306,                0.70903,                0.74724,                0.57058,                 1.1854,                0.59145,                 1.5905,             0.00013203,             0.00013203,             0.00013203
                     88,                0.45835,                0.28695,                0.86856,                0.93897,                0.71567,                0.73296,                0.55716,                 1.1902,                0.60402,                 1.6034,             0.00012378,             0.00012378,             0.00012378
                     89,                0.44539,                0.27721,                0.85906,                0.65644,                0.80017,                0.76078,                0.57967,                  1.195,                0.59338,                 1.6071,             0.00011554,             0.00011554,             0.00011554
                     90,                0.44829,                 0.2774,                0.86129,                0.70725,                0.78822,                0.76381,                0.57131,                 1.1881,                0.58728,                 1.5939,             0.00010729,             0.00010729,             0.00010729
                     91,                0.39821,                0.25366,                0.86229,                0.93589,                0.70569,                0.75882,                0.57536,                 1.1827,                0.58823,                 1.5937,             9.9044e-05,             9.9044e-05,             9.9044e-05
                     92,                0.39197,                0.25242,                0.85833,                0.93744,                0.70721,                0.75425,                0.56989,                 1.1813,                0.59144,                    1.6,             9.0797e-05,             9.0797e-05,             9.0797e-05
                     93,                0.37947,                0.23966,                0.84976,                0.80591,                0.71206,                0.74849,                0.57202,                 1.1797,                0.58607,                  1.617,              8.255e-05,              8.255e-05,              8.255e-05
                     94,                0.37228,                0.23886,                0.84437,                 0.7951,                0.72609,                0.75322,                0.57538,                 1.1841,                0.59256,                 1.6106,             7.4304e-05,             7.4304e-05,             7.4304e-05
                     95,                0.37043,                0.23577,                0.85005,                0.79571,                0.72716,                0.75278,                0.57171,                 1.1871,                0.59679,                  1.611,             6.6057e-05,             6.6057e-05,             6.6057e-05
                     96,                0.35806,                0.23293,                0.83602,                0.63891,                 0.7392,                0.75064,                0.57319,                 1.1857,                0.59768,                 1.5973,              5.781e-05,              5.781e-05,              5.781e-05
                     97,                0.34898,                0.22884,                0.83587,                0.66631,                0.72807,                 0.7529,                0.57783,                 1.1784,                0.59164,                 1.5978,             4.9564e-05,             4.9564e-05,             4.9564e-05
                     98,                0.35429,                0.23172,                0.84145,                0.94332,                0.70905,                0.75598,                0.57871,                 1.1904,                0.59789,                 1.6117,             4.1317e-05,             4.1317e-05,             4.1317e-05
                     99,                 0.3554,                0.22891,                0.84258,                0.94055,                0.70771,                0.75439,                0.57816,                 1.1882,                 0.5981,                 1.6155,              3.307e-05,              3.307e-05,              3.307e-05
                    100,                0.34765,                0.22971,                0.83569,                0.94216,                0.70422,                0.76083,                0.58461,                  1.189,                 0.5933,                 1.6188,             2.4823e-05,             2.4823e-05,             2.4823e-05
