                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     25,                0.77071,                0.50236,                0.97617,                0.83205,                0.95313,                0.86882,                0.65046,                 1.1149,                0.60631,                 1.3784,             0.00064333,             0.00064333,             0.00064333
                     26,                0.75192,                0.49642,                0.96989,                0.79106,                0.91138,                0.84351,                 0.6263,                 1.1252,                0.64388,                 1.3918,             0.00063508,             0.00063508,             0.00063508
                     27,                0.74344,                0.49851,                0.96802,                0.80111,                0.92897,                0.85772,                0.62727,                 1.1391,                0.64785,                 1.4131,             0.00062683,             0.00062683,             0.00062683
                     28,                0.74189,                0.48326,                0.96755,                0.81608,                0.92793,                0.85711,                0.63975,                 1.1319,                0.65125,                   1.39,             0.00061859,             0.00061859,             0.00061859
                     29,                0.76263,                0.49083,                0.98051,                0.82603,                0.94051,                0.86076,                 0.6381,                 1.1048,                0.61492,                 1.3774,             0.00061034,             0.00061034,             0.00061034
                     30,                0.76139,                0.50416,                0.97629,                 0.8176,                 0.9248,                0.85871,                 0.6457,                 1.1282,                0.64127,                 1.3837,             0.00060209,             0.00060209,             0.00060209
                     31,                0.76207,                0.48458,                0.97958,                0.82372,                0.93322,                0.86414,                0.63793,                 1.1285,                0.64559,                  1.397,             0.00059385,             0.00059385,             0.00059385
                     32,                0.74666,                0.48982,                0.97411,                0.82904,                0.94975,                0.86443,                0.64257,                 1.1243,                0.63386,                 1.4002,              0.0005856,              0.0005856,              0.0005856
                     33,                0.73719,                0.48388,                 0.9805,                0.79967,                0.93199,                0.85176,                 0.6372,                 1.1429,                0.66931,                 1.3924,             0.00057735,             0.00057735,             0.00057735
                     34,                0.74547,                0.49073,                0.97571,                0.82182,                0.91951,                0.84756,                0.63269,                 1.1289,                0.63759,                 1.3836,             0.00056911,             0.00056911,             0.00056911
                     35,                0.73839,                0.48869,                0.97793,                0.81692,                0.91963,                 0.8471,                0.63105,                 1.1235,                0.67767,                 1.3938,             0.00056086,             0.00056086,             0.00056086
                     36,                0.73831,                 0.4805,                0.96641,                0.82793,                0.93405,                0.84893,                0.63032,                 1.1318,                0.62941,                 1.3916,             0.00055261,             0.00055261,             0.00055261
                     37,                0.72388,                0.47427,                0.96103,                0.79891,                0.92634,                0.84388,                0.62239,                 1.1354,                0.67195,                 1.4061,             0.00054437,             0.00054437,             0.00054437
                     38,                0.73366,                0.47885,                 0.9763,                0.82928,                0.90553,                 0.8469,                0.63501,                 1.1275,                0.65561,                 1.4076,             0.00053612,             0.00053612,             0.00053612
                     39,                0.72656,                0.47023,                0.96576,                0.81366,                0.92734,                0.85805,                0.64424,                 1.1115,                0.65783,                 1.4003,             0.00052787,             0.00052787,             0.00052787
                     40,                 0.7232,                0.47096,                0.96094,                 0.8002,                0.91461,                0.83942,                0.62758,                  1.114,                0.65959,                 1.4057,             0.00051963,             0.00051963,             0.00051963
                     41,                0.71492,                0.45829,                0.95887,                0.80808,                0.93504,                 0.8556,                0.62888,                 1.1207,                0.62069,                 1.4147,             0.00051138,             0.00051138,             0.00051138
                     42,                0.69509,                0.45166,                0.94999,                0.82058,                0.90482,                0.84847,                0.63821,                 1.1315,                0.68421,                 1.4062,             0.00050313,             0.00050313,             0.00050313
                     43,                0.70597,                0.45812,                0.95957,                0.79615,                0.93258,                0.84852,                0.63998,                 1.1185,                0.65863,                 1.4081,             0.00049489,             0.00049489,             0.00049489
                     44,                 0.6916,                0.45496,                0.95415,                0.81057,                0.92531,                0.84676,                0.64102,                 1.1044,                0.65239,                 1.3861,             0.00048664,             0.00048664,             0.00048664
                     45,                0.71266,                0.45902,                0.95926,                0.80402,                0.87307,                0.84396,                0.63207,                 1.1306,                0.65676,                 1.4094,             0.00047839,             0.00047839,             0.00047839
                     46,                0.70386,                0.44993,                0.95788,                0.82328,                0.91536,                0.84054,                0.62944,                 1.1111,                0.66776,                 1.3957,             0.00047015,             0.00047015,             0.00047015
                     47,                0.71123,                0.45284,                0.96048,                 0.8259,                0.91367,                0.85229,                0.64243,                 1.1189,                0.66319,                  1.405,              0.0004619,              0.0004619,              0.0004619
                     48,                0.67569,                0.45129,                0.94175,                0.80775,                0.92381,                0.86328,                0.65175,                 1.1072,                0.63604,                 1.4013,             0.00045365,             0.00045365,             0.00045365
                     49,                0.69148,                0.44902,                0.95777,                0.80352,                0.90407,                0.84343,                0.63228,                 1.1098,                0.69315,                 1.3942,             0.00044541,             0.00044541,             0.00044541
                     50,                0.68835,                  0.444,                0.94943,                0.81316,                0.92067,                0.84869,                 0.6324,                  1.115,                0.66189,                 1.4093,             0.00043716,             0.00043716,             0.00043716
                     51,                0.67454,                0.43844,                0.94158,                0.81708,                0.93071,                0.85503,                0.63661,                 1.1236,                  0.662,                 1.4306,             0.00042891,             0.00042891,             0.00042891
                     52,                0.67247,                0.44848,                0.94574,                0.81354,                0.91713,                0.84253,                0.63297,                  1.125,                0.65425,                 1.4178,             0.00042066,             0.00042066,             0.00042066
                     53,                0.68546,                 0.4477,                0.94762,                0.78939,                0.92975,                0.83992,                0.63742,                 1.1115,                0.66683,                 1.4131,             0.00041242,             0.00041242,             0.00041242
                     54,                0.67764,                0.44189,                0.95001,                0.79085,                0.92825,                0.84941,                0.63316,                  1.135,                0.67659,                  1.442,             0.00040417,             0.00040417,             0.00040417
                     55,                0.64992,                0.42907,                0.94244,                0.80347,                0.91691,                0.84423,                0.63546,                  1.123,                0.72016,                 1.4271,             0.00039592,             0.00039592,             0.00039592
                     56,                0.66495,                 0.4331,                0.94177,                0.81143,                0.91917,                0.84277,                 0.6296,                 1.1102,                0.65979,                 1.4201,             0.00038768,             0.00038768,             0.00038768
                     57,                0.67087,                0.42783,                0.94404,                0.80895,                 0.9382,                 0.8578,                0.64637,                 1.1161,                0.64442,                 1.4152,             0.00037943,             0.00037943,             0.00037943
                     58,                 0.6456,                0.42349,                 0.9333,                0.80928,                0.92385,                0.84591,                0.63737,                 1.1136,                0.67189,                 1.4281,             0.00037118,             0.00037118,             0.00037118
                     59,                0.65074,                0.42362,                0.93276,                0.81133,                0.91197,                0.84882,                0.64333,                 1.1016,                0.69095,                 1.4126,             0.00036294,             0.00036294,             0.00036294
                     60,                0.64231,                0.41806,                0.93215,                0.81716,                0.92301,                0.85024,                0.63814,                 1.1245,                0.68062,                 1.4328,             0.00035469,             0.00035469,             0.00035469
                     61,                0.62955,                0.41699,                 0.9293,                 0.8093,                0.90127,                0.83902,                0.62501,                 1.1227,                0.68088,                 1.4398,             0.00034644,             0.00034644,             0.00034644
                     62,                0.64019,                 0.4215,                0.93088,                0.80131,                0.91858,                0.84528,                0.63063,                 1.1418,                0.69147,                 1.4456,              0.0003382,              0.0003382,              0.0003382
                     63,                0.64552,                0.41662,                0.93588,                0.80708,                0.91956,                0.84042,                0.63019,                 1.1214,                0.66348,                  1.434,             0.00032995,             0.00032995,             0.00032995
                     64,                0.64593,                0.41857,                0.93443,                0.82001,                0.93027,                0.84751,                 0.6374,                 1.1198,                0.68135,                  1.416,              0.0003217,              0.0003217,              0.0003217
                     65,                0.62356,                0.40304,                0.92087,                0.81089,                0.92698,                0.84353,                0.64021,                 1.1028,                0.69372,                 1.4253,             0.00031346,             0.00031346,             0.00031346
                     66,                0.62676,                0.41767,                0.92641,                 0.7911,                0.91029,                0.84275,                0.63036,                 1.1167,                0.71174,                 1.4358,             0.00030521,             0.00030521,             0.00030521
                     67,                0.62149,                0.40118,                0.92221,                0.80994,                0.87713,                0.83594,                0.63372,                 1.1193,                0.75438,                 1.4411,             0.00029696,             0.00029696,             0.00029696
                     68,                0.61979,                0.40129,                 0.9244,                 0.8156,                0.92184,                0.85058,                0.64228,                 1.1085,                0.70074,                  1.441,             0.00028872,             0.00028872,             0.00028872
                     69,                0.62671,                0.41549,                0.92789,                0.81536,                0.91146,                0.84718,                0.64041,                 1.1208,                0.71588,                 1.4379,             0.00028047,             0.00028047,             0.00028047
                     70,                0.61136,                0.40477,                 0.9176,                0.79512,                0.89387,                0.83532,                 0.6305,                 1.1087,                0.71917,                 1.4265,             0.00027222,             0.00027222,             0.00027222
                     71,                0.60063,                 0.4001,                0.91911,                0.79563,                0.91609,                 0.8433,                0.64226,                 1.1101,                 0.7144,                 1.4421,             0.00026398,             0.00026398,             0.00026398
                     72,                 0.5965,                0.38835,                0.92452,                0.80399,                0.89639,                0.84115,                0.63248,                 1.1125,                0.70726,                 1.4474,             0.00025573,             0.00025573,             0.00025573
                     73,                0.60646,                0.40151,                0.91403,                0.80895,                0.90844,                0.83996,                0.63256,                 1.1191,                0.70882,                 1.4401,             0.00024748,             0.00024748,             0.00024748
                     74,                0.60886,                0.40336,                0.91865,                0.79595,                0.91143,                  0.845,                0.64141,                 1.1129,                0.71519,                 1.4379,             0.00023924,             0.00023924,             0.00023924
                     75,                0.59982,                0.39531,                0.90588,                0.80683,                0.91493,                0.85087,                0.64109,                 1.1269,                0.70415,                 1.4592,             0.00023099,             0.00023099,             0.00023099
                     76,                0.58888,                0.39146,                 0.9161,                0.80391,                0.89338,                0.84554,                 0.6437,                 1.1322,                0.73899,                 1.4715,             0.00022274,             0.00022274,             0.00022274
                     77,                0.60291,                0.39019,                0.91954,                0.79816,                0.87657,                0.82819,                0.62994,                 1.1316,                0.76423,                 1.4654,              0.0002145,              0.0002145,              0.0002145
                     78,                0.59023,                0.39012,                 0.9116,                0.79976,                0.88931,                0.83043,                0.62994,                 1.1258,                0.74146,                 1.4645,             0.00020625,             0.00020625,             0.00020625
                     79,                0.58373,                  0.384,                0.90575,                0.81014,                0.87705,                0.83311,                0.62869,                 1.1186,                0.76168,                  1.459,               0.000198,               0.000198,               0.000198
                     80,                0.58468,                0.38227,                0.91557,                0.80343,                0.87093,                0.82649,                0.62189,                 1.1274,                0.77817,                 1.4696,             0.00018976,             0.00018976,             0.00018976
                     81,                0.58114,                0.38672,                0.90053,                0.80848,                0.89108,                0.83784,                 0.6322,                 1.1283,                 0.7361,                 1.4791,             0.00018151,             0.00018151,             0.00018151
                     82,                0.56796,                0.37954,                0.90118,                0.78602,                0.90855,                 0.8432,                0.63236,                 1.1134,                0.73354,                 1.4672,             0.00017326,             0.00017326,             0.00017326
                     83,                0.57162,                0.37895,                0.90563,                0.80327,                0.89363,                0.83524,                0.62912,                 1.1191,                0.74586,                 1.4776,             0.00016502,             0.00016502,             0.00016502
                     84,                0.57935,                 0.3849,                 0.9023,                 0.8102,                0.88112,                0.83173,                0.63152,                  1.118,                0.76249,                 1.4775,             0.00015677,             0.00015677,             0.00015677
                     85,                0.57417,                0.37789,                0.90432,                0.80787,                0.88008,                0.82694,                0.62348,                 1.1168,                0.80469,                 1.4696,             0.00014852,             0.00014852,             0.00014852
                     86,                0.56049,                0.36766,                0.89998,                0.80873,                0.88616,                0.83691,                0.63238,                 1.1128,                0.78087,                 1.4689,             0.00014028,             0.00014028,             0.00014028
                     87,                0.55986,                0.35922,                0.90322,                0.80293,                0.88859,                0.83454,                0.63053,                 1.1161,                0.78039,                 1.4794,             0.00013203,             0.00013203,             0.00013203
                     88,                0.56154,                0.37232,                0.90411,                0.79864,                0.87851,                0.82651,                 0.6227,                 1.1123,                0.79141,                 1.4727,             0.00012378,             0.00012378,             0.00012378
                     89,                0.55461,                0.36079,                0.90092,                0.80369,                0.87574,                0.82364,                0.62372,                 1.1189,                0.82711,                 1.4776,             0.00011554,             0.00011554,             0.00011554
                     90,                0.55116,                0.36577,                0.89515,                0.80802,                0.90332,                0.83601,                0.63318,                 1.1117,                0.79045,                 1.4765,             0.00010729,             0.00010729,             0.00010729
                     91,                0.52259,                0.34505,                0.91316,                0.80668,                0.89561,                0.83223,                0.62938,                 1.1057,                0.77283,                 1.4783,             9.9044e-05,             9.9044e-05,             9.9044e-05
                     92,                0.50276,                0.33668,                 0.8967,                0.80466,                0.88375,                0.82933,                0.62776,                  1.116,                0.79963,                 1.4888,             9.0797e-05,             9.0797e-05,             9.0797e-05
                     93,                0.49254,                0.33345,                0.89685,                0.80308,                0.89172,                0.83474,                0.63481,                 1.1128,                0.78234,                 1.4853,              8.255e-05,              8.255e-05,              8.255e-05
                     94,                0.49639,                0.33073,                0.89856,                0.80201,                0.87837,                0.82758,                0.62509,                 1.1146,                 0.8152,                 1.4931,             7.4304e-05,             7.4304e-05,             7.4304e-05
                     95,                0.49245,                0.32899,                0.90012,                0.80073,                 0.8716,                  0.824,                0.62455,                 1.1127,                  0.814,                  1.492,             6.6057e-05,             6.6057e-05,             6.6057e-05
                     96,                0.49207,                0.32922,                0.89432,                0.80071,                0.88243,                0.82405,                0.62506,                 1.1086,                0.79165,                 1.4843,              5.781e-05,              5.781e-05,              5.781e-05
                     97,                0.48574,                0.32634,                0.89399,                0.80568,                0.88222,                0.82959,                0.62768,                 1.1097,                0.80658,                 1.4918,             4.9564e-05,             4.9564e-05,             4.9564e-05
                     98,                0.47593,                0.31665,                0.88697,                 0.8042,                0.87952,                0.82754,                0.62828,                 1.1137,                0.80558,                 1.4888,             4.1317e-05,             4.1317e-05,             4.1317e-05
